"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","type"
"KEGG_TYPE_I_DIABETES_MELLITUS",0.000993640699523052,0.0517482517482517,0.617662041010563,1.84744376744314,4,37,"HLA-G GAD2 FAS CD28 HLA-DOA HLA-A HLA-DRB1 IL1A HLA-DRA HLA-DRB5 HLA-F CPE HLA-DPA1 HLA-DPB1 CD86 HSPD1 HLA-DQA1 CD80 HLA-B HLA-DMA PRF1 HLA-DQB1 HLA-C HLA-DMB IL12B HLA-E LTA","c2.cp"
"PID_AP1_PATHWAY",0.000985804416403785,0.0517482517482517,0.52639225037751,1.75848987488777,4,65,"PENK TH MMP9 MYB NFATC2 GJA1 FABP4 COL1A2 NTS TIMP1 AGT TP53 CCL2 HLA-A FOSL1 EDN1 TRIP6 MT2A NFATC1 HIF1A ELF1 ETS1","c2.cp"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.000999000999000999,0.0517482517482517,0.670174412508242,1.84004071993259,4,25,"CTSG MMP8 MMP10 MMP9 MMP7 MMP25 MMP2 TIMP1 MMP3 MMP14","c2.cp"
"REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL",0.000821186614658181,0.0517482517482517,-0.438076387044131,-1.63952362247993,3,132,"GNG13 KCNJ6 KCNJ3 GABBR2 NCALD CHRNB3 CHRNA2 CHRNA6 RASGRF1 ADCY1 GRIN2A GABRA1 CAMK2A RASGRF2 GNG2 NEFL GRIK1 CHRNA4 GABRA3 GRIA4 GABRB2 CHRNA7 CACNG8 CACNG2 KCNJ9 GRIK3 GNG3 GABRG2 CHRFAM7A GRIN1 CAMKK1 GRIP2 KCNJ12 CAMK2D GABRG3 PICK1 ADCY6 GRIN2D CACNG3 KCNJ4 GNAI1 GRIK2 GRIN2B AP2A1 CHRNB2 CALM3 GRIA3 ADCY7 GRIA2 AP2A2 CHRNA1 AP2S1 DLG3 GABRB3 AP2M1 NSF GRIA1","c2.cp"
"BIOCARTA_COMP_PATHWAY",0.00137147335423197,0.0572940944104286,0.74497652831181,1.86801943731585,6,17,"C6 C7 C3 C4A C4B C1S MASP1 C2 C1QB C1QC C1R C5 C1QA","c2.cp"
"REACTOME_TRANSLATION",0.00116890707188778,0.0572940944104286,0.405111613775941,1.55109359768702,5,161,"RPL10P9 RPS27 SRP9P1 EEF1A1 RPS4Y1 SEC11C PABPC1 RPL21P16 RPL21 RPL23AP2 SEC61A1 RPS19 EEF1B2 RPLP1 SSR3 RPS15P5 RPS3 EEF1G RPS2 RPL23AP42 RPSA RPL23A RPS16 RPL18A RPL37 RPL13A RPS5 RPL28 TRAM1 RPS13 EIF3E RPS18 RPL30 RPS12 RPL4 SEC11A RPL27A RPN2 RPL39 RPS28P7 RPL10P16 EIF3H RPL10 RPL3L ETF1 EIF4A1 RPS15A RPS9 EIF3FP3 SEC61B RPLP2 RPS6 RPL5 DDOST RPS20 RPS11 RPS28 RPL11 FAU RPLP0 RPL19 RPS17 RPS4X SSR2 EIF4EBP1 EIF3A RPL29 RPL12 RPS25 RPS3A EIF5 EIF3F RPL3 RPL32 EIF5B SSR1 RPS27A RPL41 SPCS2 RPL35A UBA52 RPS14 RPS8 RPL7 EIF4B RPL17 RPL10A RPS29 RPS23 SEC61G EIF2S2 RPS10 RPS19P3 SSR4 RPL37A RPL35 RPL18 SRP54 RPL13 RPL27 EIF4G1 RPL24 RPL31 RPL6 SRP14 RPL22 RPL23 RPL26 EIF3D RPL7A","c2.cp"
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",0.0013687915526007,0.0572940944104286,0.430334518806319,1.58916770018499,6,122,"RPL10P9 RPS27 SRP9P1 RPS4Y1 SEC11C RPL21P16 RPL21 RPL23AP2 SEC61A1 RPS19 RPLP1 SSR3 RPS15P5 RPS3 RPS2 RPL23AP42 RPSA RPL23A RPS16 RPL18A RPL37 RPL13A RPS5 RPL28 TRAM1 RPS13 RPS18 RPL30 RPS12 RPL4 SEC11A RPL27A RPN2 RPL39 RPS28P7 RPL10P16 RPL10 RPL3L RPS15A RPS9 SEC61B RPLP2 RPS6 RPL5 DDOST RPS20 RPS11 RPS28 RPL11 FAU RPLP0 RPL19 RPS17 RPS4X SSR2 RPL29 RPL12 RPS25 RPS3A RPL3 RPL32 SSR1 RPS27A RPL41 SPCS2 RPL35A UBA52 RPS14 RPS8 RPL7 RPL17 RPL10A RPS29 RPS23 SEC61G RPS10 RPS19P3 SSR4 RPL37A RPL35 RPL18 SRP54 RPL13 RPL27 RPL24 RPL31 RPL6 SRP14 RPL22 RPL23 RPL26 RPL7A","c2.cp"
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE",0.00122324159021407,0.0572940944104286,-0.760693527118054,-1.85183080899994,5,15,"SLC17A7 STX1A SYT1 SNAP25 RIMS1 STXBP1 GLS RAB3A","c2.cp"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0.00138257949832115,0.0572940944104286,0.373797945623414,1.50528160879848,6,247,"PRLR IL1R2 IL2RA HLA-G IL1R1 CISH IL2RG SOCS3 CSF2RB GBP2 IL7R ICAM1 IL1RN MYD88 VCAM1 CD44 HLA-A HLA-DRB1 IL7 PTAFR IFI35 IL2RB SOCS1 MT2A IL1A IFITM3 IL18 HLA-DRB5 LCK HLA-F PELI1 GBP1 HCK YES1 B2M HLA-DPA1 IL6R TRIM25 VAV1 FCGR1A LYN RNASEL HLA-DPB1 HLA-DQA1 HLA-B HLA-K CASP1 STAT3 SYK IRF1 PSMB8 STAT5A IL6ST NUP37 HLA-C IRF6 USP18 TAB2 SP100 IRF5 HERC5 IRAK4 IFIT3 PTPN6 IRAK3 MAPK1 FYN NOD1 CSF2RA FLNB RAPGEF1 GBP5 NEDD4 RELA FCGR1B NFKB2 UBE2L6 IFNAR2 IFNA2 IRF2 XAF1 DDX58 IFNGR1 TNIP2 CHUK PRL","c2.cp"
"KEGG_ALLOGRAFT_REJECTION",0.00159045725646123,0.0610264339886606,0.637059334951532,1.8366546260518,7,31,"HLA-G FAS CD28 HLA-DOA HLA-A HLA-DRB1 CD40LG HLA-DRA HLA-DRB5 CD40 HLA-F HLA-DPA1 HLA-DPB1 CD86 HLA-DQA1 CD80 HLA-B HLA-DMA PRF1 HLA-DQB1 HLA-C HLA-DMB IL12B HLA-E","c2.cp"
"REACTOME_GPCR_DOWNSTREAM_SIGNALING",0.00156862745098039,0.0610264339886606,0.318680162388166,1.36519016081387,7,483,"DRD3 DGKK PENK DRD2 CXCL9 HTR2C BRS3 CCKAR CXCR1 CXCR2 RGS8 GLP1R HTR1D RXFP2 ADORA2A PDYN P2RY1 RGS9 OR51E1 OR2F1 TRHR KISS1 CCR2 GNG7 OR2A1 TAC1 PRKCH HCAR3 EDNRB MTNR1B PDE10A CXCR3 OR2A14 SST NTSR2 RXFP4 TRPC7 F2RL1 GNAT2 FFAR2 TSHR GNAL OXTR HTR1B FPR2 DGKH DRD1 P2RY2 TACR1 CXCL6 CCL19 CCR1 RGS20 OPN4 FPR3 GRPR EDN2 CCL27 PDE7B CXCL3 OBSCN AGTR1 LPAR4 ADM PDE1B C3 NPY HCRT GAST LHCGR PTGER4 CCR5 RLN2 OR4F16 OR4F29 PTGER1 CXCR6 TRPC3 ADCY5 PDE3A CALCA PTGDR HTR4 NTS GNRH1 CXCL5 CXCL1 GALR3 HTR2B TRH PTGER2 PIK3R6 PTGFR GNG12 CXCL12 AGT FPR1 HRH3 NPFFR1 RAC2 CCL5 HRH4 GPR55 HTR6 HEBP1 GNA12 C5AR1 GNG5 RHOC CXCL11 PTAFR C5 CALCRL DGKB XCL2 OR3A3 EDN1 RGS2 ADORA2B","c2.cp"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.0017650519709747,0.0630549600665445,0.47409061592765,1.65181310190316,8,84,"SELP CD48 ITGB3 COL1A1 SLC7A10 SELL CD2 COL1A2 ANGPT2 ATP1B2 ITGAV ITGA5 FCER1G PF4V1 TREM1 THBD FN1 CAV1 JAM2 SLC7A11 SLC7A7 DOK2 MERTK ITGAX LCK ITGB2 YES1 PROS1 LYN CD58 ITGB1 SLC16A3 PECAM1 SLC16A8 SLC3A2 ITGAM PTPN6 FYN","c2.cp"
"REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION",0.00176159718144451,0.0630549600665445,0.429459103448573,1.58216373216248,8,120,"RPL10P9 RPS27 RPS4Y1 PABPC1 RPL21P16 RPL21 RPL23AP2 RPS19 RPLP1 RPS15P5 RPS3 RPS2 RPL23AP42 RPSA RPL23A RPS16 RPL18A RPL37 RPL13A RPS5 RPL28 RPS13 EIF3E RPS18 RPL30 RPS12 RPL4 RPL27A RPL39 RPS28P7 RPL10P16 EIF3H RPL10 RPL3L EIF4A1 RPS15A RPS9 EIF3FP3 RPLP2 RPS6 RPL5 RPS20 RPS11 RPS28 RPL11 FAU RPLP0 RPL19 RPS17 RPS4X EIF3A RPL29 RPL12 RPS25 RPS3A EIF3F RPL3 RPL32 RPS27A RPL41 RPL35A UBA52 RPS14 RPS8 RPL7 EIF4B RPL17 RPL10A RPS29 RPS23 EIF2S2 RPS10 RPS19P3 RPL37A RPL35 RPL18 RPL13 RPL27 EIF4G1 RPL24 RPL31 RPL6 RPL22 RPL23 RPL26 EIF3D RPL7A","c2.cp"
"REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",0.002,0.0668387096774194,0.533510733264629,1.71564088646089,9,53,"RPS27 RPS4Y1 RPS19 RPS15P5 RPS3 RPS2 RPSA RPS16 RPS5 RPS13 EIF3E RPS18 RPS12 RPS28P7 EIF3H RPS15A RPS9 EIF3FP3 RPS6 RPS20 RPS11 RPS28 FAU RPS17 RPS4X EIF3A RPS25 RPS3A EIF3F RPS27A RPS14 RPS8 RPS29 RPS23 EIF2S2 RPS10 RPS19P3","c2.cp"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.00199560965875075,0.0668387096774194,0.514251790101362,1.69333932888784,9,61,"RPS27 RPS4Y1 PABPC1 RPS19 RPS15P5 RPS3 RPS2 RPSA RPS16 RPS5 RPS13 EIF3E RPS18 RPS12 RPS28P7 EIF3H EIF4A1 RPS15A RPS9 EIF3FP3 RPS6 RPS20 RPS11 RPS28 FAU RPS17 RPS4X EIF4EBP1 EIF3A RPS25 RPS3A EIF3F RPS27A RPS14 RPS8 EIF4B RPS29 RPS23 EIF2S2 RPS10 RPS19P3","c2.cp"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.00218210672485618,0.0686820472023336,0.509005403850008,1.68180059676842,10,62,"SERPIND1 CR1 SERPINA5 SERPINE1 C6 C7 C3 C4A C4B F3 C1S MASP1 CFH THBD C2 C1QB C1QC C1R C5AR1 PLAUR C5 F13A1 C1QA CD59 SERPINA1 CFI A2M PROS1 SERPING1 CR2 CFD C3AR1 VWF SERPINC1 PLAU PLAT","c2.cp"
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.00218774860779634,0.0686820472023336,0.6274658792265,1.79742566875575,10,30,"HLA-G FAS CD28 HLA-DOA HLA-A HLA-DRB1 IL1A HLA-DRA HLA-DRB5 HLA-F HLA-DPA1 HLA-DPB1 CD86 HLA-DQA1 CD80 HLA-B HLA-DMA PRF1 HLA-DQB1 HLA-C HLA-DMB HLA-E","c2.cp"
"KEGG_LEISHMANIA_INFECTION",0.00256056726413236,0.0780219907541508,0.49923001686139,1.68101288881627,12,68,"FCGR3B CR1 TLR4 C3 NCF2 FCGR3A MYD88 NCF4 HLA-DOA FCGR2A HLA-DRB1 IL1A CYBA HLA-DRA HLA-DRB5 ITGB2 HLA-DPA1 FCGR1A HLA-DPB1 HLA-DQA1 HLA-DMA ITGB1 TLR2 HLA-DQB1 TGFB2 TAB2 HLA-DMB FCGR2C ITGAM IRAK4 PTPN6 MAPK1 IL12B TGFB1","c2.cp"
"REACTOME_INTERFERON_GAMMA_SIGNALING",0.00297560007934934,0.0880777623487403,0.511729093644914,1.67756910183724,14,59,"HLA-G SOCS3 GBP2 ICAM1 VCAM1 CD44 HLA-A HLA-DRB1 PTAFR SOCS1 MT2A HLA-DRB5 HLA-F GBP1 B2M HLA-DPA1 FCGR1A HLA-DPB1 HLA-DQA1 HLA-B HLA-K IRF1 HLA-C IRF6 SP100 IRF5 PTPN6 GBP5 FCGR1B IRF2 IFNGR1","c2.cp"
"REACTOME_PD1_SIGNALING",0.00313479623824451,0.0902124695228144,0.711755948362525,1.78471924367781,15,17,"CD3E PDCD1 PDCD1LG2 HLA-DRB1 HLA-DRB5 LCK HLA-DPA1 HLA-DPB1 HLA-DQA1 CD4 CD274 CD3D PTPN6","c2.cp"
"REACTOME_HEMOSTASIS",0.00331384015594542,0.0927875243664717,0.315059930793329,1.33827802633773,16,430,"DGKK GATA3 GATA6 P2RY1 HIST2H3D GNG7 PRKCH MYB NFE2 PDE10A SELP CD48 TRPC7 GATA4 NOS1 ITGB3 DGKH COL1A1 MRVI1 SERPINE1 SLC7A10 SELL LEFTY2 CD2 H3F3AP6 HBB PDE1B THBS1 PLEK TRPC3 PDE3A COL1A2 F3 TIMP1 SPARC CABLES1 KLC3 ANGPT2 ATP1B2 ITGAV PIK3R6 GNG12 PDE9A DOCK4 ITGA5 RAC2 FCER1G PF4V1 TREM1 TP53 ALB THBD FN1 CAV1 HIST2H3C HIST2H3A JAM2 SLC7A11 GNA12 PLAUR GNG5 F13A1 DGKB SLC7A7 DOK2 MERTK ITGAX ITPR2 APOA1 ATP2A3 APBB1IP P2RX1 LCK WEE1 ITGB2 ARRB1 SERPINA1 YES1 CLU HSPA5 AK3 PIK3R5 A2M SRGN RASGRP2 VAV1 PROS1 SERPING1 LYN ADRA2B PPP2R5A SYK CD58 IRF1 ITGB1 PRKG1 VEGFC SLC16A3 KIF4B PECAM1 ORAI1 VCL PLCG2 SLC16A8 GNA14 CALU TGFB2 GNA13 CFD LCP2 SLC3A2 MAFF MMRN1 ITGAM HDAC1 PTPN6 TLN1 CAP1 MAPK1 VWF FYN GATA2 PDE5A FGR SERPINC1 RHOB PDE6A HIST1H3D TGFB1 PLAU NOS3 CD36 EHD2 PLAT KCNMB1 DOCK1 GNG4 ACTN2 ABCC4 PSAP IFNA2 RHOG IRF2 RACGAP1 PPP2R1B ITGA2 RAP1B DGKD ITGAL PRCP PRKCA HIST1H3G GNGT2 GP5 GNG11 CAPZA2 AKAP1 NRAS DOCK2 RHOA PDE6G","c2.cp"
"REACTOME_PEPTIDE_CHAIN_ELONGATION",0.00349922239502333,0.0953998526643202,0.438467875577255,1.5686814929325,17,99,"RPL10P9 RPS27 EEF1A1 RPS4Y1 RPL21P16 RPL21 RPL23AP2 RPS19 RPLP1 RPS15P5 RPS3 RPS2 RPL23AP42 RPSA RPL23A RPS16 RPL18A RPL37 RPL13A RPS5 RPL28 RPS13 RPS18 RPL30 RPS12 RPL4 RPL27A RPL39 RPS28P7 RPL10P16 RPL10 RPL3L RPS15A RPS9 RPLP2 RPS6 RPL5 RPS20 RPS11 RPS28 RPL11 FAU RPLP0 RPL19 RPS17 RPS4X RPL29 RPL12 RPS25 RPS3A RPL3 RPL32 RPS27A RPL41 RPL35A UBA52 RPS14 RPS8 RPL7 RPL17 RPL10A RPS29 RPS23 RPS10 RPS19P3 RPL37A RPL35 RPL18 RPL13 RPL27 RPL24 RPL31 RPL6 RPL22 RPL23 RPL26 RPL7A","c2.cp"
"PID_IL4_2PATHWAY",0.00379165835162642,0.10072200134064,0.499901754050724,1.64608722226763,18,61,"TFF3 MYB SELP FCER2 IL13RA2 ITGB3 COL1A1 IL2RG SOCS3 PIGR COL1A2 ARG1 IL13RA1 CD40LG DOK2 SOCS1 IGHG1 ETS1 SPI1 IGHG3 ALOX15 STAT5A IL4R PTPN6 LTA PARP14 BCL6 SP1","c2.cp"
