"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","type"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.000127323656735421,0.0051199890250953,0.560063358165198,1.75964823815382,0,83,"TREM1 OLR1 SLC16A3 MAG ITGB3 FCER1G PF4 PTPN6 ITGAX ITGB2 PECAM1 ITGA5 ANGPT2 ITGAM DOK2 F11R SELL THBD COL1A1 MMP1 PPIAP22 SLC7A7 LYN CD48 JAM3 SLC7A9 GRB7 LCK ITGAL MERTK","c2.cp"
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_",0.000128287363694676,0.0051199890250953,0.553421230504557,1.72510437189327,0,78,"PPBP SERPINE1 SERPINA1 ITGB3 THBS1 TF PF4 SRGN PLEK PECAM1 TGFB1 FGB TIMP1 CD9 PPIAP22 HSPA5 VEGFA TGFB3 TLN1 CFD CD63 VWF STX4","c2.cp"
"REACTOME_RNA_POL_I_TRANSCRIPTION",0.000129954515919428,0.0051199890250953,0.70162118616523,2.16743896658548,0,73,"HIST2H2AA3 HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D HIST2H3C HIST2H3A HIST1H2BK HIST1H2AC H3F3B HIST1H4H HIST1H3C","c2.cp"
"REACTOME_PEPTIDE_CHAIN_ELONGATION",0.000123946455131383,0.0051199890250953,0.581594934932513,1.86996825507483,0,102,"RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 RPL26P30 RPL7AP66 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 RPS5 RPS25 RPL37 RPS10 FAU RPS13 RPS3 RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 RPS9 RPS18 RPL3 RPL29 RPL27A RPLP0 RPL13 RPL7A RPL24 EEF1A1 RPL34 RPL5 RPS29 RPL10A UBA52","c2.cp"
"REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION",0.000120875135984528,0.0051199890250953,0.524145670719289,1.72203303696994,0,123,"RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 RPL26P30 RPL7AP66 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 RPS5 RPS25 EIF3G RPL37 RPS10 FAU EIF4A1 RPS13 RPS3 RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 RPS9 RPS18 RPL3 RPL29 RPL27A RPLP0 RPL13 RPL7A RPL24 RPL34 RPL5 RPS29 RPL10A UBA52 PABPC1 RPS3A EIF3H RPL35A","c2.cp"
"REACTOME_TRANSCRIPTION",0.000114863312657937,0.0051199890250953,0.503466735409457,1.72154051276855,0,183,"HIST2H2AA3 HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D HIST2H3C HIST2H3A HIST1H2BK HIST1H2AC H3F3B","c2.cp"
"REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION",0.0001232741617357,0.0051199890250953,0.628268309249382,2.02782218254867,0,105,"HIST2H2AA3 HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D HIST2H3C HIST2H3A HIST1H2BK HIST1H2AC H3F3B HIST1H4H HIST1H3C","c2.cp"
"REACTOME_CHROMOSOME_MAINTENANCE",0.000122594090964815,0.0051199890250953,0.580030164562531,1.87909082862784,0,108,"HIST2H2AA3 HIST1H4B HIST2H2AA4 HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC HIST2H4A HIST1H4A LMNA HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH RBBP4P1 HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HSPA2 HIST1H4I HIST1H2BJ HIST1H2BL HIST1H2BK FKBP6 HIST1H2AC CENPA SUN2 HIST1H4H","c2.cp"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",0.000135998912008704,0.0051199890250953,0.735538750579337,2.15664148352324,0,52,"HIST2H2AA3 HIST1H4B HIST2H2AA4 HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH RBBP4P1 HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H4I HIST1H2BJ HIST1H2BL HIST1H2BK HIST1H2AC CENPA","c2.cp"
"REACTOME_RNA_POL_I_PROMOTER_OPENING",0.000137306055197034,0.0051199890250953,0.774821503376889,2.24489127648179,0,48,"HIST2H2AA3 HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D HIST2H3C HIST2H3A HIST1H2BK HIST1H2AC H3F3B HIST1H4H HIST1H3C","c2.cp"
"REACTOME_INTERFERON_GAMMA_SIGNALING",0.000133351113481798,0.0051199890250953,0.636120672932214,1.90586797950654,0,59,"SOCS3 FCGR1A PTPN6 SOCS1 CD44 ICAM1 HLA-DRB5 GBP2 FCGR1B HLA-C IRF7 MT2A IRF4 HLA-DQA1 IRF1 HLA-DRB1 HLA-DPA1 HLA-G HLA-DQA2 HLA-DPB1 SP100 CIITA IRF5 OASL IRF8 GBP1","c2.cp"
"REACTOME_MEIOTIC_RECOMBINATION",0.000131061598951507,0.0051199890250953,0.691109118197712,2.11946113796564,0,69,"HIST2H2AA3 HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D CDK2 HIST2H3C HIST2H3A HIST1H2BK HIST1H2AC H3F3B HIST1H4H HIST1H3C","c2.cp"
"REACTOME_INFLUENZA_LIFE_CYCLE",0.000116972745350333,0.0051199890250953,0.509217196101447,1.71244796921861,0,151,"HSPA1B RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 RPL26P30 RPL7AP66 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 CALR RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 POLR2H RPS5 RPS25 RPL37 RPS10 FAU RPS13 RPS3 NUP188 POLR2J RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 HSP90AA1 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 POLR2L RPS9 RPS18 RPL3 POLR2F RPL29 RPL27A RPLP0 RPL13 RPL7A RPL24 RPL34 POLR2G RPL5 NUP85 RPS29 RPL10A UBA52","c2.cp"
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",0.000121462407384914,0.0051199890250953,0.560368242063494,1.83280660574828,0,118,"RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 RPL26P30 RPL7AP66 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 POLR2H RPS5 RPS25 RPL37 RPS10 FAU RPS13 RPS3 POLR2J RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 HSP90AA1 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 POLR2L RPS9 RPS18 RPL3 POLR2F RPL29 RPL27A RPLP0 RPL13 RPL7A RPL24 RPL34 POLR2G RPL5 RPS29 RPL10A UBA52","c2.cp"
"REACTOME_MEIOTIC_SYNAPSIS",0.000132608407373027,0.0051199890250953,0.690454692646781,2.08373004438427,0,62,"HIST2H2AA3 HIST1H4B HIST2H2AA4 HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC HIST2H4A HIST1H4A LMNA HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HSPA2 HIST1H4I HIST1H2BJ HIST1H2BL HIST1H2BK FKBP6 HIST1H2AC SUN2 HIST1H4H","c2.cp"
"REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX",0.000120875135984528,0.0051199890250953,0.543909560794039,1.78696550431448,0,123,"RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 EIF4A3 RPL26P30 RPL7AP66 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 RPS5 RPS25 RPL37 RPS10 FAU RPS13 RPS3 RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 RPS9 RPS18 RPL3 RPL29 RPL27A RPLP0 RPL13 RPL7A RPL24 RPL34 RPL5 RPS29 RPL10A UBA52 PABPC1 RPS3A SMG6 RPL35A","c2.cp"
"REACTOME_AMYLOIDS",0.000132538104705103,0.0051199890250953,0.747598649035453,2.25966262256819,0,63,"HIST2H2AA3 CALCA HIST1H3H HIST1H4B HIST2H2AA4 HIST1H3B HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC H3F3AP6 HIST2H4A HIST1H4A HIST1H2BE HIST1H4E PRL HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H3A HIST1H4I HIST1H2BJ HIST1H2BL HIST1H3D HIST2H3C HIST2H3A HIST1H2BK GSN HIST1H2AC H3F3B SAA1 TTR HIST1H4H HIST1H3C TGFBI LYZ HSPG2 HIST1H3E HIST1H4J","c2.cp"
"REACTOME_PACKAGING_OF_TELOMERE_ENDS",0.00014046916701784,0.0051199890250953,0.746948755208614,2.08740601017626,0,39,"HIST2H2AA3 HIST1H4B HIST2H2AA4 HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H4I HIST1H2BJ HIST1H2BL HIST1H2BK HIST1H2AC","c2.cp"
"REACTOME_TELOMERE_MAINTENANCE",0.000131613582521716,0.0051199890250953,0.660461504540135,2.01239812200515,0,66,"HIST2H2AA3 HIST1H4B HIST2H2AA4 HIST1H2BG HIST1H2AE HIST1H4D HIST2H2AC HIST2H4A HIST1H4A HIST1H2BE HIST1H4E HIST2H2BE HIST1H2BH HIST1H2BF HIST1H2BC HIST1H2AB HIST1H2BD HIST1H2AD HIST1H4I HIST1H2BJ HIST1H2BL HIST1H2BK HIST1H2AC HIST1H4H POLD1 HIST1H4J POLE","c2.cp"
"REACTOME_HEMOSTASIS",0.000208659363588941,0.00726830116501478,0.402178178704368,1.46030332233224,1,432,"PPBP TREM1 SERPINE1 HIST1H3H ADRA2B GATA4 F2RL3 OLR1 MAFF GATA5 SLC16A3 SERPINA1 HIST1H3B MAG H3F3AP6 ITGB3 FCER1G KIFC1 THBS1 TF PF4 PTPN6 HBD SRGN PLAUR PLEK NOS3 RAC2 PIK3R6 ITGAX ITGB2 RHOG PECAM1 ITGA5 TGFB1 DOCK5 ANGPT2 HIST1H3A IRF7 PIK3R5 IFNA10 ITGAM FGB DOK2 HIST1H3D TIMP1 NFE2 CDK2 F11R IRF1 GNG8 HIST2H3C HIST2H3A DOCK2 DOCK6 APBB1IP FGR CD9 SELL SYK ITPR3 THBD H3F3B HMG20B COL1A1 MMP1 PTGIR PPIAP22 SERPINC1 SLC7A7 HSPA5 VEGFA ORAI1 LYN HIST1H3C VAV1 CD48 GP1BB JAM3 SLC7A9 GATA1 KLC3 GRB7 TGFB3 HIST1H3E ITGA2 TLN1 GNG5 HBG2 RAPGEF3 CFD CD63 LCK PLAU ITGAL EHD2 F11 MERTK GNGT2 DOCK1 DOCK8 VWF PDE6B EHD1 GNA13 SH2B3 STX4 PDE6G LCP2 RHOB KIF2C HIST1H3G MRVI1 KIF20A ESAM ZFPM1 KIF5A BCAR1 DOCK10 HDAC1 GP1BA GATA2 BSG GNA15 SH2B2 SPN WDR1 ABCC4 PDE9A SLC7A5 F2RL2 PIK3CG PLAT PLCG1 TBXA2R PFN1 SLC16A8","c2.cp"
"NABA_SECRETED_FACTORS",0.00021713169037021,0.007319439239899,0.437336679421333,1.55136225068022,1,293,"PPBP CCL3 CCL4 IL1B CCL20 IL1RN S100A8 CCL2 CXCL10 S100A3 LIF CSF3 OSM S100A9 AREG S100A12 CCL4L2 GDF5 ANGPTL4 IL20 CCL26 TNFSF9 CRNN IFNK CXCL8 S100A11 PF4 CXCL3 PRL LTA WNT11 EBI3 CCL1 CXCL2 EPO TGFB1 IL6 ANGPT2 FGF4 IFNA10 CXCL13 CCL3L3 S100A10 HBEGF IL10 CLCF1 CXCL1 S100A5 IL17C NRTN CSF1 GDF15 GDNF FST TNF HHIP WNT3 IL1A S100A7 IL36G FLT3LG WFIKKN2 S100A2 IFNA13 TNFSF14 BMP4 VEGFA IHH IFNE CHRDL2 DHH IL9 S100A16 IFNW1 S100A4 CCL17 INHBA IL18 S100P IL24 EPGN CCL25 TGFB3 INSL6 TGFA SFRP1 FSTL3 IL5 S100A6 S100A1 CNTF INSL5 IL23A XCL2 FGF11 IL17B S100A13","c2.cp"
"REACTOME_TRANSLATION",0.000231830300220239,0.00757070824156717,0.481773539430883,1.63297188338007,1,164,"SRP9P1 RPL23AP74 RPL34P27 RPL10P9 RPL21P75 RPL23AP2 RPS28P7 RPL26P30 RPL7AP66 EIF4EBP1 EEF1DP1 RPL17P36 RPS21 RPS4X RPL23AP42 RPS16 RPS27 RPL36A RPS19 RPS11 RPS15 RPL37A RPL36 RPL38 RPS28 RPL9 RPS20 RPS12 RPL39 RPLP2 RPS17 RPS24 EEF1D RPL30 RPL41 RPL18 RPL31 RPL35 RPL32 RPS7 RPL21P16 RPL28 RPL19 RPS27A RPL18A RPL12 RPL11 RPL23A RPL23 RPLP1 RPS5 RPS25 EIF3G RPL37 RPS10 FAU EIF4A1 RPS13 RPS3 EIF2B4 RPL10 RPS6 RPL26 RPL14 RPS23 RPL13A RPS15A RPS8 RPL6 RPL8 SEC11A SSR4 RPL27 RPL4 RPS14 RPL7 RPS15P5 RPS2 RPL17 RPS9 RPS18 RPL3 RPL29 RPL27A RPLP0 SEC61B RPL13 RPL7A RPL24 EEF1A1 RPL34 EEF1G RPL5 EIF2B2 RPS29 RPL10A UBA52 PABPC1","c2.cp"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.000250156347717323,0.00792161767771524,0.5357325389402,1.70867096164094,1,95,"CCL3 CCL4 IL1B SPP1 CXCL10 FOS LBP CD80 CD86 CD14 JUN TLR2 IL6 IRF7 PIK3R5 IFNA10 TLR8 NFKBIA TNF TLR1 IKBKE MAP2K3 MYD88 IFNA13 CD40 MAP3K8","c2.cp"
"PID_IL12_2PATHWAY",0.000266808964781217,0.00820045200577563,0.584213994693103,1.75302099837846,1,60,"CCL3 CCL4 IL1B CD3D FOS GADD45B GADD45G TBX21 SOCS1 NFKB2 IL18R1 HLA-DRA IL18RAP CCR5 EOMES STAT5A HLA-DRB1 CD3G HLX RELB IL1R1 MAP2K3 RIPK2 RELA IL18 LCK CD4","c2.cp"
"BIOCARTA_IL1R_PATHWAY",0.000287686996547756,0.00858951175406872,0.684925209985864,1.84530076435503,1,32,"IL1B IL1RN JUN TGFB1 IL6 NFKBIA IRAK3 TNF IL1R1 IL1A MAP2K3 MYD88 IRAK2 RELA TGFB3","c2.cp"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0.000441160251461343,0.0128059017438084,0.441176050231537,1.54882344752739,3,250,"IL1B IL1RN IL1R2 SOCS3 FCGR1A EGR1 PTPN6 SOCS1 CD44 CISH NFKB2 ICAM1 IFITM2 PRL CSF2RA NOD2 HLA-DRB5 GBP2 ISG20 IL6 HCK FCGR1B HLA-C IFITM3 IRF7 MT2A IFNA10 IRF4 HLA-DQA1 IFITM1 IL5RA EIF4A3 IRF1 STAT5A HLA-DRB1 TEC IRAK3 HLA-DPA1 HLA-G SYK HLA-DQA2 IL1R1 IL1A TNIP2 MYD88 HLA-DPB1 CSF2RB MAP3K8 SP100 RIPK2 LYN VAV1 IL6R IRAK2 RELA IL18 CIITA IRF5 OASL PSMB8 IRF8 LCK IL5 GBP1 CASP1 IL3RA TMEM189-UBE2V1 HERC5 STAT3 HLA-B ISG15 PELI1 HLA-F RPS27A IFIT2 GAB2","c2.cp"
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.000513149454778704,0.0144930048714526,0.541924821839848,1.68926818824979,3,78,"IL1B CD3D CSF3 IL1R2 FCGR1A ITGB3 CD14 CD44 CSF2RA HLA-DRA ITGA5 EPO HLA-DRB5 IL4R IL6 ITGAM CD7 IL5RA CD22 CSF3R HLA-DRB1 CD3G CD37 CSF1 CD9 TNF IL1R1 IL1A FLT3LG CSF1R GP1BB CD33 IL6R ITGA2 EPOR CD4 IL5 IL3RA","c2.cp"
"PID_IL6_7_PATHWAY",0.000550357732526142,0.0151348376444689,0.630533463349988,1.80562733799773,3,45,"FOS LBP SOCS3 JUNB JUN MYC IL6 HCK CEBPD CRP CEBPB TIMP1 IRF1 VAV1 IL6R MCL1","c2.cp"
