Annotation Cluster 1	Enrichment Score: 11.312634702462313

Annotation Cluster 2	Enrichment Score: 7.138238645622947
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Metal-thiolate cluster	10	0.8090614886731391	3.220933468777706E-10	4495, 4496, 4493, 4494, 326343, 4500, 4502, 4501, 4504, 4489	800	14	20581	18.37589285714286	1.407547849385793E-7	3.5188698066512814E-8	4.550386067947443E-7
INTERPRO	IPR000006:Metallothionein, vertebrate	10	0.8090614886731391	3.388302361410433E-10	4495, 4496, 4493, 4494, 326343, 4500, 4502, 4501, 4504, 4489	726	14	18559	18.259543486816217	3.659365340746845E-7	3.659365340746845E-7	5.40592037800991E-7
INTERPRO	IPR023587:Metallothionein domain, vertebrate	10	0.8090614886731391	3.388302361410433E-10	4495, 4496, 4493, 4494, 326343, 4500, 4502, 4501, 4504, 4489	726	14	18559	18.259543486816217	3.659365340746845E-7	3.659365340746845E-7	5.40592037800991E-7
INTERPRO	IPR003019:Metallothionein superfamily, eukaryotic	10	0.8090614886731391	3.388302361410433E-10	4495, 4496, 4493, 4494, 326343, 4500, 4502, 4501, 4504, 4489	726	14	18559	18.259543486816217	3.659365340746845E-7	3.659365340746845E-7	5.40592037800991E-7
INTERPRO	IPR017854:Metallothionein domain	10	0.8090614886731391	3.388302361410433E-10	4495, 4496, 4493, 4494, 326343, 4500, 4502, 4501, 4504, 4489	726	14	18559	18.259543486816217	3.659365340746845E-7	3.659365340746845E-7	5.40592037800991E-7
INTERPRO	IPR018064:Metallothionein, vertebrate, metal binding site	9	0.7281553398058253	7.763288773115146E-10	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4504, 4489	726	11	18559	20.915477084898573	8.384348501033756E-7	4.192175129258402E-7	1.2386063286129456E-6
UP_SEQ_FEATURE	region of interest:Alpha	9	0.7281553398058253	5.183780708907361E-9	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4504, 4489	776	13	20063	17.899187153053134	1.0232730848547256E-5	3.4109219172462346E-6	8.898963832493223E-6
UP_SEQ_FEATURE	region of interest:Beta	9	0.7281553398058253	5.183780708907361E-9	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4504, 4489	776	13	20063	17.899187153053134	1.0232730848547256E-5	3.4109219172462346E-6	8.898963832493223E-6
UP_SEQ_FEATURE	metal ion-binding site:Divalent metal cation; cluster B	9	0.7281553398058253	1.168512053381506E-8	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4504, 4489	776	14	20063	16.62067378497791	2.306616204850176E-5	5.766590392308757E-6	2.0059771987934738E-5
UP_SEQ_FEATURE	metal ion-binding site:Divalent metal cation; cluster A	9	0.7281553398058253	1.168512053381506E-8	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4504, 4489	776	14	20063	16.62067378497791	2.306616204850176E-5	5.766590392308757E-6	2.0059771987934738E-5
UP_KEYWORDS	Cadmium	7	0.5663430420711975	2.553680572864439E-7	4495, 4496, 4493, 4494, 4500, 4501, 4489	800	9	20581	20.009305555555557	1.1158962868396127E-4	1.3949384615186133E-5	3.6077158673819554E-4
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	9	0.7281553398058253	2.9764958042120824E-7	4495, 4496, 4493, 4494, 4500, 4502, 4501, 247, 4489	666	19	16792	11.943100995732575	9.178276305913391E-4	1.8363295585976935E-4	5.376358939157555E-4
GOTERM_BP_DIRECT	GO:0071276~cellular response to cadmium ion	8	0.6472491909385114	2.034559667911347E-6	3162, 4495, 4496, 4493, 4494, 4501, 4504, 4489	666	17	16792	11.865041512100333	0.00625696611056803	5.704393249288398E-4	0.003674912275852815
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	8	0.6472491909385114	4.917868638022031E-6	4495, 4496, 4493, 4494, 4500, 4502, 4501, 4489	666	19	16792	10.61608977398451	0.015057152222508252	0.0012635062741310765	0.008882654835884463
KEGG_PATHWAY	hsa04978:Mineral absorption	10	0.8090614886731391	2.266231922521472E-4	3162, 4495, 4496, 4493, 7421, 4494, 4502, 4501, 2512, 4489	324	46	6910	4.636339237788513	0.05165397380344272	0.006607553079354234	0.2909489905248086
UP_KEYWORDS	Copper	9	0.7281553398058253	0.003558366190260811	4495, 4496, 4493, 4494, 4500, 4501, 4504, 4489, 6283	800	65	20581	3.5620961538461535	0.7893967497865044	0.07149541869506093	4.9113533923511365
GOTERM_BP_DIRECT	GO:0010038~response to metal ion	4	0.3236245954692557	0.0060221707567934294	4502, 4501, 4504, 4489	666	10	16792	10.085285285285284	0.9999999919255698	0.2337203139487396	10.336451966244509

Annotation Cluster 3	Enrichment Score: 3.8834525691571424
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	18	1.4563106796116505	4.735707848806906E-7	3725, 3112, 941, 942, 6349, 6347, 3552, 50617, 3383, 1514, 7422, 6374, 414062, 3553, 2353, 525, 3569, 3576	324	88	6910	4.362373737373737	1.1080945009012133E-4	1.1080945009012133E-4	6.088068424725535E-4
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	15	1.2135922330097086	3.8245707310130057E-4	3725, 941, 9560, 942, 6349, 54106, 3440, 6351, 3447, 6696, 414062, 3553, 2353, 3569, 3576	324	106	6910	3.0179944095038436	0.08562277463902601	0.008104441711738852	0.4905623065252218
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	14	1.132686084142395	0.0010422746102741742	3725, 6349, 54106, 6347, 5054, 355, 712, 414062, 3553, 2353, 624, 3569, 9630, 3576	324	104	6910	2.8709639126305793	0.21652760328276344	0.018595653845510096	1.3316698494568846
KEGG_PATHWAY	hsa05132:Salmonella infection	12	0.9708737864077669	0.0015496726394218698	3725, 6351, 2919, 9560, 6349, 414062, 2921, 3553, 3552, 2353, 3569, 3576	324	83	6910	3.0834448906738063	0.30434724753384557	0.022426249000839005	1.9740144766882795

Annotation Cluster 4	Enrichment Score: 3.1550505784375518
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	17	1.3754045307443366	4.131390412581311E-9	6279, 9560, 6349, 2921, 6347, 6280, 6283, 1908, 728, 6351, 2207, 414062, 3579, 3553, 120425, 54210, 3576	666	66	16792	6.494312494312494	1.2745258349156074E-5	4.248437498910462E-6	7.4624306845016974E-6
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	15	1.2135922330097086	6.057408289653124E-7	9560, 2919, 6349, 1230, 6347, 2921, 6351, 1524, 6374, 414062, 7852, 3579, 3577, 3576, 2833	666	71	16792	5.326735185890116	0.0018669660699219826	2.0761300357685641E-4	0.0010941293973498745
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	30	2.4271844660194173	8.212396993876454E-7	6349, 5008, 1230, 8743, 3601, 6347, 8744, 1950, 3440, 6351, 1524, 7422, 7852, 1440, 414062, 3579, 3553, 7066, 3577, 3576, 2833, 9560, 9547, 3552, 7133, 51330, 355, 3447, 85480, 3569	324	230	6910	2.781803542673108	1.9215170505404444E-4	9.608046825515526E-5	0.001055756253942608
UP_KEYWORDS	Chemotaxis	17	1.3754045307443366	9.613120735334104E-7	2357, 6279, 9560, 6349, 9547, 2921, 6347, 6280, 728, 6351, 3491, 6374, 414062, 3579, 3577, 3576, 2833	800	97	20581	4.508724226804124	4.2000535108777104E-4	4.667597486940345E-5	0.0013580887085806737
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	18	1.4563106796116505	6.265521356216639E-6	2357, 2919, 9547, 1230, 6347, 8061, 728, 1524, 3491, 6374, 1667, 7852, 3579, 3577, 5329, 3576, 5328, 2833	666	122	16792	3.7199822773593265	0.019143582896269495	0.0014857562418461034	0.011316655202486814
INTERPRO	IPR001811:Chemokine interleukin-8-like domain	10	0.8090614886731391	6.063343528303411E-5	6351, 6374, 2919, 9560, 9547, 6349, 414062, 2921, 6347, 3576	726	46	18559	5.5572523655527615	0.06338793016084276	0.009311533156610818	0.09669473668397766
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	10	0.8090614886731391	9.753182283413297E-5	6351, 6374, 2919, 9560, 9547, 6349, 414062, 2921, 6347, 3576	657	49	16881	5.243686515702171	0.07370842195965399	0.025199136688621615	0.14923519651764972
SMART	SM00199:SCY	9	0.7281553398058253	2.7537185758834783E-4	6351, 6374, 2919, 9560, 6349, 414062, 2921, 6347, 3576	407	43	10057	5.171875892806125	0.06292945172932007	0.021432556682015602	0.3539104730361009
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	14	1.132686084142395	4.066560522387656E-4	6351, 338, 7538, 9560, 80149, 2167, 6349, 414062, 6347, 3569, 1116, 7057, 3383, 3576	666	110	16792	3.2089544089544093	0.7148640150226593	0.03966881231845154	0.7319902179432791
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	11	0.889967637540453	4.6192064805202247E-4	6351, 9560, 80149, 6349, 414062, 6347, 3569, 1116, 4609, 3383, 3576	666	71	16792	3.9062724696527513	0.7595767638779788	0.04356488262398317	0.8310761975827474
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	8	0.6472491909385114	0.0011922253981776962	6351, 9560, 2350, 6349, 414062, 6347, 3569, 6283	666	42	16792	4.802516802516802	0.9747823115793676	0.09230569112165077	2.131723351635717
KEGG_PATHWAY	hsa05132:Salmonella infection	12	0.9708737864077669	0.0015496726394218698	3725, 6351, 2919, 9560, 6349, 414062, 2921, 3553, 3552, 2353, 3569, 3576	324	83	6910	3.0834448906738063	0.30434724753384557	0.022426249000839005	1.9740144766882795
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	9	0.7281553398058253	0.003997392339285399	728, 2357, 6374, 2919, 9560, 9547, 1839, 6347, 2022	666	65	16792	3.4910602910602915	0.999995699026136	0.19489587981772327	6.979346170506872
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	5	0.40453074433656955	0.010093910053785316	728, 2919, 3579, 2921, 3576	666	22	16792	5.73027573027573	0.9999999999999745	0.2964822943224329	16.744024577052375
INTERPRO	IPR001089:CXC chemokine	4	0.3236245954692557	0.012663072395038558	6374, 2919, 2921, 3576	726	13	18559	7.865649502013138	0.9999989465573488	0.37786714893376216	18.39870930317383
INTERPRO	IPR018048:CXC chemokine, conserved site	4	0.3236245954692557	0.012663072395038558	6374, 2919, 2921, 3576	726	13	18559	7.865649502013138	0.9999989465573488	0.37786714893376216	18.39870930317383
INTERPRO	IPR000827:CC chemokine, conserved site	5	0.40453074433656955	0.013161963020195983	6351, 9560, 6349, 414062, 6347	726	24	18559	5.325700183654729	0.9999993896890335	0.36971944490535236	19.054076106558703
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	17	1.3754045307443366	0.013203340477355458	9560, 2919, 6349, 9547, 1230, 2921, 6347, 6351, 1524, 2793, 6374, 7852, 414062, 3579, 3577, 3576, 2833	324	186	6910	1.9492566042745252	0.9554061535581784	0.11697907060966195	15.706779558315365
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	3	0.24271844660194172	0.04528092350700086	6374, 2919, 2921	657	9	16881	8.564687975646878	0.9999999999999999	0.5544042609854942	50.81213493479482
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	6	0.48543689320388345	0.07449784497128491	6351, 9560, 6349, 414062, 6347, 4609	666	57	16792	2.6540224434961277	1.0	0.7425754783011679	75.30075348073191
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	4	0.3236245954692557	0.09749677762043873	9560, 6349, 414062, 6347	666	28	16792	3.601887601887602	1.0	0.8043213491995047	84.32232281569611
GOTERM_MF_DIRECT	GO:0048020~CCR chemokine receptor binding	3	0.24271844660194172	0.22437655714289254	9560, 6349, 414062	657	23	16881	3.351399642644431	1.0	0.9199256562509588	97.95661483990548
BBID	109.Chemokine_families	4	0.3236245954692557	0.4677840840135685	6351, 9560, 6347, 3576	37	27	388	1.5535535535535536	0.999999999999997	0.9521103682148765	99.7873935299038

Annotation Cluster 5	Enrichment Score: 2.9738391119534473
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
